key,message,comment,context
"<i class=""fa fa-exclamation-triangle"" aria-hidden=""true""></i> The scheduler service is disabled.","<i class=""fa fa-exclamation-triangle"" aria-hidden=""true""></i> 已禁用任务计划服务。
访问错误
动作
动作菜单
动作菜单
不能更改动作名称
动作
激活时间
从指定日期开始激活用户。
激活
地址
管理
全部动作
全部图表
全部自定义视图
全部文档
全部菜单帮助
全部菜单
全部模型
全部模块
全部任务计划
全部选择
全部团队
全部翻译
全部视图帮助
全部视图
已重启所有的后台任务。
将丢失所有的定制！你确定要继续吗？
已恢复所有的视图（%s）。
允许
指定一个唯一的权限名称。
应用
已存档
分配给
附加到
属性
属性
作者
授权
已授权角色
阻止此用户登录
无限期阻止此用户登录。
正文
布尔型
按钮
日历
可以读取
可以分享
可以写入
已取消
卡片
类别
用于分组动作菜单的类别名称。
修改密码？
图表
客户端 JS 表达式
已关闭
代码
代码长度必须大于 2
收缩
列顺序号
请稍后回来。该文件夹里没有消息...
该条件的参数，使用逗号分隔的列表。
注释
已计算
并发更新错误
条件
条件参数
要检查的条件
条件
配置
再次输入密码
内容
内容类型
上下文字段
上下文字段目标
上下文字段目标名称
上下文字段标题
上下文字段值
创建
已创建
创建者
创建时间
Cron
当前密码
自定义
自定义字段
自定义模型
自定义字段
自定义字段
自定义模型
自定义模型
自定义——多对多
自定义——多对一
自定义——一对多
仪表盘
数据
日期
日期时间
十进制数
默认
默认主页动作。
默认值
依赖的特性
依赖的模块
依赖
依赖于
描述
明细
目录
目录
在指定日期禁用用户
文档
文档
域
域过滤器作为条件
下载
电子邮件
加密错误
加密密钥也许不正确。
英语
枚举
枚举型
过期时间
导出
导出完成。
扩展
收藏
收藏夹
字段
字段是必填的。
字段
文件
已添加文件
文件名
文件路径
已移除文件
文件类型
文件
过滤自定义
过滤文件
过滤视图
过滤器
标志
将安装以下模块：<p>%s</p> 你确定吗？
将卸载以下模块：<p>%s</p> 你确定吗？
强制修改密码
强制用户必须在下次登录时修改密码。
表单
表单记录
表单记录
表单视图
表单宽度
法语
发件人
全名
全限定的对象名或带通配符的包名。
甘特图
通用信息
网格
网格视图
分组
分组依据
分组
帮助
帮助管理
帮助链接
隐藏
隐藏菜单
隐藏条件
高度
主页动作
图标
图标背景
重要
进行中
收件箱
收件箱是空的！
包含条件
增量
信息
初始值
行内
安装
安装模块
已安装
整数
内部服务器错误
无效的 XML
无效的 cron 表达式：
无效的字段值。
无效的权限
动作记录 %s 的使用方法无效，必须作为最后一个动作。
反转
已标记为存档
为目录
为只读
为已启动
条目
后台任务
后台任务管理
后台任务已更新
JSON
JSON 模型
看板
键
标签
语言
最后修改于
最近密码更新日期
左侧菜单
链接
用户名
低
邮件
多对多
多对一
映射条件
最大值
最大大小
最大大小 4MB.
成员
菜单
菜单帮助
菜单项
菜单项
菜单背景
菜单图标
菜单顺序
上级菜单
菜单标题
顶部菜单
菜单
消息
元文件
元模型
元权限
MetaScheduleParam
最小值
最小大小
移动设备菜单
模型
模型管理
模型字段
模型
修改于
模块
模块管理
应检查模块
模块
我的文档
我的团队
我的进行中的任务
名称
名称字段
名称必须长于两个字符。
导航
新建
新密码
下一个值
没有已标记为存档的消息！
无帮助
无重要的消息！
一般
对象
对象名称
修改事件
单击事件
新建事件
保存事件
一对多
一对一
仅当
仅当给定的表达式为真的时候使用此菜单项（例如“if”条件）。
仅当给定的模块安装后才使用此菜单项（例如“if-module”条件）。
选项
排序
排序依据
总览
所有者
包
填充
面板
参数
上级
上级菜单
密码
密码不符合已配置的模式。
待定
权限
权限
字段权限
个性化
个性化视图
个性化视图
照片
占位符
请修改你的密码。
请重新登录。
请刷新浏览器以便看到更新后的视图。
精度
首选项
前缀
优先级
读取
只读
只读条件
收件人
已创建记录
已更新记录
该记录已被其他事务创建或更新
引用错误
正则表达式
关联
关联文档 ID
关联文档模型
关联文档名称
关联模型
关联名称
关联对象
关系
可移除
移除
回复
必填
必填条件
重启后台任务
请重启服务器以便看到更新的效果。
全部恢复...
角色
角色
根
规则
规则
SQL 错误
比例
任务计划
任务计划
数据库架构
搜索
选项
选项条目
选择
选项
分隔符
序列
序列顺序
用于决定是否使用此字段的服务器端表达式。
已分享
已与我分享
显示模型
显示条件
显示于顶部菜单
显示权限
简体中文
单标签页
大小
大小（字节）
间隔区
指定该组的这些成员是否是技术岗员工。
指定该动作是否可以作为主页动作。
状态
停止服务
字符串
样式
主题
订阅
成功
后缀
摘要
系统通知
表格
标签
标签数
标签标题
标签方法
标签演示
标签
目标自定义模型
目标 JSON 模型
目标模型
任务
已关闭任务
已创建任务
任务日期
任务截止时间
任务周期
任务
分配给我的任务
我创建的任务
到期任务
待办任务
团队
团队
团队协同
技术岗员工
用户界面控件得附加数据
界面控件中要显示的图标图片。
不能卸载模块，因为有其他模块处于未决状态。请先重启服务器。
不能卸载模块，因为有其他不可卸载的模块依赖它。
有其他的记录引用了此记录，请先删除其他的记录。
无法更新记录，因为违反了唯一性约束。
任务计划服务已停止。
任务计划服务已禁用。
选项标题
选项条目值
主题
将终止所有运行中的后台任务，你确定要继续？
将使用当前设置更新后台任务，你确定要继续？
时间
标题
弹出提示
 顶部菜单
主题
已关闭主题
已创建主题
重新打开的主题
主题
翻译
树
类型
服务器端发生了未预期的数据库错误。
卸载
违反唯一性约束
唯一的消息标识符
未读
未订阅
更新
更新者
更新时间
紧急
作为主页动作
用户
用户管理
用户首选项
用户
无效的 cron 表达式。下次执行时间：
校验
校验错误
值
值表达式
版本
视图
视图帮助
视图管理
视图
可见性
可见
在网格中可见
警告
是否授予创建的权限。
是否授予导出的权限。
是否授予读取的权限。
是否授予删除的权限。
是否授予写入修改的权限。
受否要显示帮助消息。
是否使用标签页界面。
界面控件
控件属性
控件属性
写入
当前密码错误
错误的用户名或密码
XML
你不允许删除该过滤器
你未被授权创建此资源。
你未被授权导出此数据。
你未被授权读取此资源。
你未被授权删除此资源。
你未被授权更新此资源。
你不能在此处创建文档。
你不能在此处移动文档。
你的密码
action-attrs
action-condition
action-export
action-group
action-import
action-method
action-record
action-report
action-script
action-validate
action-view
action-ws
已添加备注
再次输入密码
当前密码
Select
重要
用户名
新密码
成功
已更新文档
用户组
用户名
密码不符合要求：<br/>至少需要 4 个字符。
你的密码
{0} 自定义视图已删除。
{0} 自定义视图已删除。",,resources\views\Schedules.xml:19
Access error,访问错误,,java\com\axelor\rpc\ResponseInterceptor.java:124
Action,动作,,resources\domains\Meta.xml:108 resources\domains\Meta.xml:137 resources\domains\MetaJson.xml:80 resources\views\Group.xml:28 resources\views\Meta.xml:176 resources\views\User.xml:30
Action Menu,动作菜单,,resources\views\Meta.xml:273
Action Menus,动作菜单,,resources\views\Menu.xml:114 resources\views\Menu.xml:116 resources\views\Meta.xml:261
Action name can't be changed.,不能更改动作名称,,java\com\axelor\meta\web\MetaController.java:108
Actions,动作,,resources\views\Menu.xml:99
Activate on,激活时间,,resources\domains\User.xml:28
Activate the user from the specified date.,从指定日期开始激活用户。,,resources\domains\User.xml:28
Active,激活,,resources\domains\MetaPermission.xml:12 resources\domains\MetaSchedule.xml:19 resources\domains\Team.xml:51
