"key","message","comment","context"
"Afghanistan","Afghanistan",,
"Åland Islands","Åland",,
"Albania","Albanie",,
"Algeria","Algérie",,
"American Samoa","Samoa américaines",,
"Andorra","Andorre",,
"Angola","Angola",,
"Anguilla","Anguilla",,
"Antigua and Barbuda","Antigua-et-Barbuda",,
"Argentina","Argentine",,
"Armenia","Arménie",,
"Aruba","Aruba",,
"Ascension Island","Île de l’Ascension",,
"Australia","Australie",,
"Austria","Autriche",,
"Azerbaijan","Azerbaïdjan",,
"Bahamas","Bahamas",,
"Bahrain","Bahreïn",,
"Bangladesh","Bangladesh",,
"Barbados","Barbade",,
"Belarus","Biélorussie",,
"Belgium","Belgique",,
"Belize","Belize",,
"Benin","Bénin",,
"Bermuda","Bermudes",,
"Bhutan","Bhoutan",,
"Bolivia","Bolivie",,
"Bosnia and Herzegovina","Bosnie-Herzégovine",,
"Botswana","Botswana",,
"Brazil","Brésil",,
"British Indian Ocean Territory","Territoire britannique de l’océan Indien",,
"British Virgin Islands","Îles Vierges britanniques",,
"Brunei","Brunei",,
"Bulgaria","Bulgarie",,
"Burkina Faso","Burkina Faso",,
"Burundi","Burundi",,
"Cambodia","Cambodge",,
"Cameroon","Cameroun",,
"Canada","Canada",,
"Cape Verde","Cap-Vert",,
"Caribbean Netherlands","Pays-Bas caribéens",,
"Cayman Islands","Îles Caïmans",,
"Central African Republic","République centrafricaine",,
"Chad","Tchad",,
"Chile","Chili",,
"China","Chine",,
"Christmas Island","Île Christmas",,
"Cocos (Keeling) Islands","Îles Cocos",,
"Colombia","Colombie",,
"Comoros","Comores",,
"Congo (DRC)","Congo (RDC)",,
"Congo (Republic)","Congo (République)",,
"Cook Islands","Îles Cook",,
"Costa Rica","Costa Rica",,
"Côte d’Ivoire","Côte d’Ivoire",,
"Croatia","Croatie",,
"Cuba","Cuba",,
"Curaçao","Curaçao",,
"Cyprus","Chypre",,
"Czech Republic","Tchéquie",,
"Denmark","Danemark",,
"Djibouti","Djibouti",,
"Dominica","Dominique",,
"Dominican Republic","République dominicaine",,
"Ecuador","Équateur",,
"Egypt","Égypte",,
"El Salvador","Salvador",,
